,reviewText,rating,nb_adj_adv,nb_words,ratio_adj_adv
1796,loved book looking negative reviews iffy book getting sample hooked free kindle loved romantic sure needed mistress cause problems terrific different historicals day profiled loved epilogue shows happy,5,13,28,0.4642857142857143
1797,liked imagery ghost looked thought 34moral story34 boring downright sillyfree amazon book happy didnt pay didnt care foras reviewer stated heather badly,2,10,22,0.45454545454545453
1798,thought going book ok untill start talking hes obama shape shifting lizard,2,2,12,0.16666666666666666
1799,love short stories catherine ryan hyde doesnt disappoint story unique touching love feel characters short time takes talent draw reader fast compilation great variety stories entertained hooked page,5,11,28,0.39285714285714285
1800,loved book soon read took place fridley minnesota sister family live east river road familiar kimberly wrote sister tell book said going check kindle read kimberlys books read christian books good work kimberly darlene,1,7,34,0.20588235294117646
1801,favorite series writing superb wonderful characters great storyline felt perfect ending lily tristans story,5,6,14,0.42857142857142855
1802,waste 299 infantile writing character development misspelled words editing couldnt past 4 chapters let repeat terrible,1,4,16,0.25
1803,read book cover cover saw lot good stuff bought program learn new venture online work publish maybe,5,9,17,0.5294117647058824
1804,deserves 0 stars author couldnt facts straight grader couldve written better book know case author im glad didnt buy book waste 699,1,5,22,0.22727272727272727
1805,scott rewick bomb makes good living line takes time enjoy life hes sharing insights walk away job start online business book,5,5,21,0.23809523809523808
1806,gave book 5 stars amazon higher liked 25 star rating book encompasses things love infidelity anger hurt retribution acceptance friendship reaping rewards learning mistakesthis book suitable male female alike read think friends predicament benefit book means person copy benefit immenselyas look authors biography drawn things book ms winkler writing like helping people commend great work,5,16,55,0.2909090909090909
1807,written researched book levines prose lucid direct information reveals interesting reads new yorker seen malcolm gladwell speaking booktv wondered 34why think good writer34 thought gladwells style mediocre best found logic muddleheaded background philosophy law tend judge writers clarity thought good logical arguments levine eviscerates gladwells protobacco methodology illuminates rightwing corporate financed background solid arguments factually documented highly recommended,5,23,58,0.39655172413793105
1808,lets volcanos erupt destroying mankind people camping destruction learn quickly survive killing mean bears etc exhusband goes nuts tries kill good guys disappears story returns boyfriends girlfriends trade partners little girl kind seeing power talk animals unexplained reason readers left draw conclusions ending somewhat drawnout story interesting moments,3,11,48,0.22916666666666666
1809,surprised number high reviews book characters potential interesting found didnt care stories told thoughts events happened past opinion author told story beginning grace matthew kids reader survived troubles end rooting happy,2,7,31,0.22580645161290322
1810,cant believe book getting 4 5 star reviews quitter comes books opinion terrible manage finish book 1 second book couldnt force end chapter 5 halfway pushing chance authors usually improve series progress case guess downloaded book 1 free liked title bought paid book 2 time based reading glowing reviews herebig mistakei like slate author guess people like stuff found hideously dated lazy sad thing good series think author read urban fantasy like sm reines descent series im saying books exactly like example demon stuff moved days satanic cult screams oldfashioned satan appearing dirty pot water sink pointed star construction gosh wonder transferring evil touching peoples shoulders town meeting supposedly sexy neoprene suit lumpy cooling packs sewn eh hello cringeworthy cringeworthyhowever like fiction oldfashioned totally unchallengingmaybe youll love cant imagine,1,41,129,0.3178294573643411
1811,excited 5 came couldnt reached end giving away frustrated ending thinking final thought cant end way im relieved website come cant wait series,5,8,23,0.34782608695652173
1812,book enjoyable read liked dynamics bojan audreys character great read mirajana piece work appreciated drugs,5,6,15,0.4
1813,thing enjoy paranormal long boringor maybe felt long,1,7,8,0.875
1814,complex space odyssey dedicated science fiction enthusiasts submerge share princeprotectors frustration seeks enhanced technology better protect people horde spacevikings enemies battles fought enemy comes fore statistical details mathematicians dream average reader avid descriptions characters worlds space technology inventions glossary terms boost readers enjoyment loki gambit wehr created world transport reality,2,11,50,0.22
1815,price high 180 pages guess pay price gas book knows future holds eye opener future holds maybe,2,2,17,0.11764705882352941
1816,care book childish romance sex boring like girls character like sorry wimp short story building characters read better stories hope pick pace books cause dont want waste time,1,10,28,0.35714285714285715
1817,miami mistletoe murder ok want read cant remember happened,3,4,9,0.4444444444444444
1818,got hoping great easy ideas knit sewing machine things book,2,3,10,0.3
1819,character admired reason profanity typical christian bashing sake bashing novel likely holds appeal lying deceptive liberals,2,5,16,0.3125
1820,paleo diet works love meat vegetables looking different ideas recipes book pleasant surprise glad downloaded organized easy use far tried eggplants peppers salad hunter style chicken loved gonna try recipies book,5,9,31,0.2903225806451613
1821,love series wish started chapters costing money want read book buy book price paying chapters book love story line love finish series think wait compile series length book read great author great chapters book money read chapter time,4,13,38,0.34210526315789475
1822,stumbled book looking enticed description find francos devious schemes author storyi pleasantly surprised enjoyed bitesized nugget dont wrong sex book ruthless hardcore knew going reluctant violent erotica thing like escape darker place cuppa tea wonder installment story released ill work finns books entertained,5,25,43,0.5813953488372093
1823,book gives good insight life submarine training life additionally funrecreation sailsors,3,4,11,0.36363636363636365
1824,mercenary written movie script mishandled mediocre best dan writes best describing flying different airplanes etc intrigue sandmans planning scheming attack good drama boy meets flirts gets girl somewhat trite better,2,12,30,0.4
1825,fast fun read likeable characters children love sight lame obstacles thrown forms sake story plot wise typos major distractingheat factor moderate,3,9,21,0.42857142857142855
1826,book definitely worth reading didnt end right complete waste time,3,4,10,0.4
1827,read certainly 6yo listened wasnt entertained,3,3,6,0.5
1828,like said dont agree gays lesbians getting rights thank,5,0,9,0.0
1829,pickup etiquette interesting inspiring read youre average jack author describes provided good ethics honest opportunity hot landscape fine ladiesi describe nfl teams usually dont 4th usually scoring distance stats suggest teams probably pickup necessary yards 1st im divorced guy come dating whats necessary pickup fine female come notion going probably pickup gal deepest desires suggestion makes like good onethe book relates use eye contact yard stick determining identify certainly willing implement thought suggestions landscape dating thats tip 12 dozen witty ideas girls fawning youthe author writes strong background etiquette laying confident plans realistic guy yes average im 100 convinced score trophy everytime gives courage forgotten addition gives idea fail pursue hes important lesson book circumstance dont douchebag,5,51,117,0.4358974358974359
1830,usually read books lycan wolves liking theme book bad feelings gay community stories like,3,1,14,0.07142857142857142
1831,enjoyed book couldnt stop reading recommend book,5,1,7,0.14285714285714285
1832,unrealistic ways book draw want know wish author complete novel 2 stars sick paying series listed biker mc romance mc bikers romance farfetched buy book thinking probably,2,13,27,0.48148148148148145
1833,admit highs went second book going lows thats happens read good trilogy usually cant wait hold book finally feel sad endedhaving raved books especially 2nd 3rd book exciting lacked heat steam far jaxs emotions concerned gave impression hes emotionally invested hes way cryptic preoccupied times hes zone ivy theyre having sex half time disappears crucial times ivy needed strong desire revenge eclipsed desire love ivy feeling rushed things left unfinished left scratching head wondering happened characters played major story great read,4,45,81,0.5555555555555556
1834,liked premise book couldnt stand way book structured felt going forth past present story repetitive actually ended skimming skipping past tense chapters probably read sequel definitely intrigued alex lucis relationship tell going big fan dana hoping different writing style second book,3,17,41,0.4146341463414634
1835,great read looking inspired stop procrastinating motivational helped gain awareness insight purpose passion highly recommend,5,4,15,0.26666666666666666
1836,book copryright stuffwhich usually dont bother readingand dont steal stuff rantthe book literal laugh loud moments dont mean text message stuff people use dont laughthe dialog friggin hilariousthe story original characters developedi liked authors christian beliefs worked storyit actually think anywayill sum saying good read look forward getting book,5,19,49,0.3877551020408163
1837,great deal getting mageri seriesms dark woven enchanting urban fantasty series dark compelling funny easy feat sterling meet silver walk life makes unexpected violent change shes thrown world didnt know existed let understand despite awful introduction mageri world meets fabulous new friends learns lot way twist meet wonderful new characters special book saying waitwhat old favorites sterling adam justus simon taking adventure finding origins silvers life nero wreaking havoc silvers life shes taking lying girl fight impulse 3rd installment popular far road love easy silver mistrustful overwhelmed new immortal life silver hasnt rough new challenge enters life tries tear apart fragile new relationship shes building life new clues uncovered silver came interesting new relationships built,5,56,115,0.48695652173913045
1838,holy omg need wasnt expecting read dean chase arrogant egotistical alpha male loves sex wants adding notches bed post walks blair hes knocked rear end love blairs character woman hold practically man beg jessica wood awesome job book based endingi need asap happened ask need read find wont sorry,5,10,49,0.20408163265306123
1839,novel series time author savannah leigh like hate cliffies let assure doesnt end melt kindle sparks fly twodrew problem lily problem solve issueswhile book doesnt cliffhanger left wondering things work author assures installment wont long coming know im looking forward itif looking sweet steamy book read couple hoursthis read youthis review seen blog page,5,14,54,0.25925925925925924
1840,story business executive takes attractive teenage daughter business dinner party ceos estate generally want formal stuffy party wide world dad want personally invited plates cleared daughter escapes old men finds upstairs bathroom thats romantic spot soon boss comes looking story potential better thing ceo old passed sellby date years ago,3,21,50,0.42
1841,story worth time read free needs editing generous half dozen authors picked stiff language typos sentences sense irritated authors dont proof read expect reader ignore forget weak story plow basic writing errors little respect reader lose interest fasta jotted deciding work themlocation 503 tomorrow busy day tomorrow preparing wedding decorating large room505 day progressed slowly rachel ivy spent day room preparing day wedding huh wouldnt wonderful prepare daythe entire story written like convinced read authors listed dont waste time round robin stories proof read smoothed little asking read,1,28,88,0.3181818181818182
1842,talking animal hook old time horses talk 6th century horse understands opposable thumb concept 21st century americans dont know opposable meansseriously horse understands bit old,2,8,25,0.32
1843,tree yard book filled southern humor dialect tells grown stories seen eyes child author good job writing story funny little sad like candid short stories everyday life book want read,5,9,30,0.3
1844,mothers family came amish years ago nice true realistic amish life nice romance story good old fashioned christian values,5,11,19,0.5789473684210527
1845,enjoyed latest book written mr griffel im jewish jewish summer vacation opened door particular type vacation new mr griffel characters real knack capturing real personfor think enjoyed catskill experience minus kids liked idea summer camp family daddy coming friday nights partaking family scene ie father son ball games poker guys taking misses saturday nights casino caught story felt davids pain new kid block didnt like found somewhat indulged selfcentered child kind whimpy verge developing man long way point mature little flunkes hes immature kid insight guess hes like kids age hope book finds developing character didnt find type kid emulate enjoy enjoyed story talking mr griffel skill writer im hung thinking david jerk turned,4,32,114,0.2807017543859649
1846,story series moves slowly book got feeling little acomplished wont find special story uk storyline unbearable read pace story 10 books,2,10,21,0.47619047619047616
1847,continuation mistress know people dont like sequels theres happened cliffhangers series excellent writing great story heartache redemption lovekeisha isnt perfect found mistress commitment keisha changed jayson reason change jayson keisha deal jealousy men women livesin beginning keisha jayson love opened heart return jayson guarded angry times sets rules relationship sort break waykeisha grows book find rooting jayson times wonder theyre mature missing point true friendship love real relationship write author reels inthe author plays cat mouse game emotions left wondering let past destroy building tension love relationship dont know whats going happen nextgreat book masterful job author elated sad angry feel like want cry reading scenes emotions occur bookprosjayson hes manly vulnerable times angry loving hes alpha protective keisha makes sexy loves keishakeisha woman book sense sexually starts find self worth makeup false identity comes keisha sweet strong woman perfect gets nowwell written best farsexy love scenes theres angry sex love making onedrama crazy exconscons dont mother book book keisha jayson changing finally place married viewing having read 3rd book con lot book author minimal price,5,63,176,0.35795454545454547
1848,live elses dream expense like promise immortality handed taken away stripped senses mind company going like consciousness trapped eternalthese questions settlers leaves pondermy favorite stories ones stay ones haunt finish page watch scene arent unique particular medium executed correctly live work settlers achieves thisif youve read excerpted short stories onyx soma youre acquainted expect settlers micah tasneem fit larger narrative meet new cast characters youll experirence pain joy sacrifices promise better future spacestructurally settlers different novels composed vignettes times interwoven larger plot merely glimpses lives people space home situations relatable storytelling strong possibly settlers succeeds delivering memorable timeless storywe find future miles away home remain human suffer jealousy hatred love pain regret fail learn past mistakes matter problems solve technology destructive ideals shed cant escape cant escape humanif enjoy science fiction tackles subjects lie surface settlers im looking forward installment im sure,5,56,142,0.39436619718309857
1849,bad title book worse review mr cox ask questions essay great deal bias sources given mainly wikipedia antimormons reads essay talking active latterday saint miss opportunity discover secrets faith know election past essay backdoor approach restoration gospel jesus christ,2,10,39,0.2564102564102564
1850,like book exists sell materials got kept waiting deliver thing ended sales pitch price,1,6,14,0.42857142857142855
1851,interesting read loved way story people came loved character story amazing read reviews definitely disappointed real page turner,5,8,18,0.4444444444444444
1852,found getting annoyed main character having chats friends time talked random intentional typos found glad character decided meet morgan husband hadnt shown interest seemingly love found relatively pissed end book spoiler know husband looks like sounds like kisses like tastes like etc,2,10,42,0.23809523809523808
1853,loved book loved story line awesome tv references steamy scenes unique story line loved highly recommend,5,4,16,0.25
1854,series great potential author gets carried away sex scenes way graphic cussing completely unnecessary reading anymore jones books,2,8,18,0.4444444444444444
1855,todays post lethal believers innocents gm baker 215 pages long published masterkoda publishing cover title author white gray background smoke kind cross intended reader likes thrillers think review language sex talk rape child molestation violence book beware told varying view point review spoilers aheadfrom goodreads malachi dantamercadel retired interpolsecret service rails mantid tranquil organization bent vesting form paranormal revenge given dantas handiwork exposing mantids illicit operations certain intervention intricate agenda leaves danta mantid tranquil decisive odds distinct disadvantage unsettled mythreview feel bad review given ecopy book review free going book good review recommend book plot makes sense idea going book know real killer makes worse care care characters feel characters real dialogue forced confusing places right bizarre time jumps unexplained serve confuse reader danta think supposed interesting smart fake boring bored novel ununderstandable think thriller place end novel person convicted killings hanged weird paranormal sure novel point view baker goes person close person omniscient person close sentence main character goes teacher victim killer reader getting hint going stop maybe intended reader book recommend booki book stars review given book exchange honest review gives pleasure,1,66,184,0.358695652173913
1856,gave book 3stars mainly ending book definitely short story quick read buttifli trials goes young life plot great author definitely kept attention agree previous reviewers ending rushed like author deadline meet quickly wrapped story hate hollywood fairytale ending left lot desired order ending away book good brace lesssthanidea ending definitely readpurchase books author,3,15,53,0.2830188679245283
1857,reviews thought book paranormal expected good read like,1,4,8,0.5
1858,unbelievable story lacks writing power needed believe couldnt manage chapters,2,4,10,0.4
1859,want start saying book amazing great book needs pain anguish love redemption ending leaves unpreparedeven love book series disappointed loved ryan annie upset way story turned high hopes ryan mistakes true love felt annie prevaili liked annie able pull feel like settled justin yes totally believed eventually fell love ryan shared end sad didntall said couldnt stop reading finished matter hours page leaves wanted turn theres point set storyline intensei highly highly highly recommend book,5,31,75,0.41333333333333333
1860,000 dollarsnot information storyline want look 3 worth,2,3,8,0.375
1861,thought enjoayble short story especially considering offered free amazon sexy men humor happy ending thats wanted delivered people overcritique ie reviewers sit enjoy cheers,4,11,24,0.4583333333333333
1862,book geared going fat loss program decided good provides solid sensible advice building motivation order started going plan order visible results examines primary psychological reasons underlying human beings falter exercise schemes provides tips advice tackle self imposed barriers key motivation building tip overlooked books enhancement fun factor need creation optimal environment customized ones individual needs ones power going author provides example considerations helped acquaintance fit successfully tough jogging schedule busy working dayif youre looking actual exercises dietary regimes fast weight loss book youre looking encouragement reasons continue situps exercises scales read bookyou wont disappointed,4,26,94,0.2765957446808511
1863,accelerated learning techniques best ebooks ive read recently helped understand learn faster better understanding think help productive highly recommend great book,5,10,21,0.47619047619047616
1864,positively story college girl got pregnant forced decisions wasnt prepared story growing struggling daytoday reality unplanned pregnancyi read positively months ago shocked effect couldnt write review afraid itd emotional maybe beautifully written feel writes voice cant help loving characters real familiar neighbors laurel way book struggling accepting dealing consequences nightthere mystery babys father dying know laurel wouldnt share news totally got struggled telling father wouldnt relationship father complicated finds hard open especially learning hes moving life left collegei remember finishing book sitting telling daughter read teen girl real eye opener real situation feeli warn cliffhanger haters huge cliffhanger end usually dislike way christine duval wrote makes hope good happenand wasnt convincing book great read read 7 months ago read books remember positively read yesterdayi received copy book author exchange honest review didnt affect opinion review,5,38,135,0.2814814814814815
1865,let start saying totally loved stories series centering lexie jake interest prequel stories dealing tiffany series sold individually purchased books interested imagine surprise realized read end jake lexies story purchase stories bought andor interest readingthis practice complete ripoff series sold individually reader option buy man loves woman individually end jakelexie saga find practice unethical opinion illegal reason mentioned gave series 1 star adored following books big girls dont cry night breath takeupdate review brought attention gotten ending free emailed author trust practice strongly feel series sold individually ending sold individually buyer given choice email author ending free allow reader purchase ending suspicious method place read end lexie jakes story suspicious,1,36,110,0.32727272727272727
1866,appreciated tenor pace story found developed rhythm read contributed enjoyment use dus ex machina extremely added enjoyment reading story,5,3,19,0.15789473684210525
1867,far read book series half way second book maggie married fbi agent didnt know busy wondering husband loves books mystery solved sheer bumbling care maggies character selfcentered nosey sure finish series maggies character changed better,3,14,35,0.4
1868,satisfied wrecking economy mutilating finest health care system world ignoring duty enforce laws land butcher benghazi expounds pie sky wet dreams jungles kenya bring president borat obama demoquack socialist,1,4,29,0.13793103448275862
1869,sweet novella let tell author let short written book time started pass bit dane thought perfect combination sweet sexy man apparently laney author shows affection laney dane stories definitely hot hold wondering yes little older knows wants holding love author keeps crew involved story specifically parker hayden getting ready wedding definitely cant wait book 3 series hope find questions going sawyer right heart slowly breaking definitely fun person seen lets got read series understand characters form bond themi received arc exchange honest review,5,23,83,0.27710843373493976
1870,great learning prep tool engaging test questions helpful videos video actually dot physical demonstrated,5,7,14,0.5
1871,book poorly written turn events story knew barely finished reading impressed,2,8,11,0.7272727272727273
1872,expected hear personal accounts president instead generalization ideology mrpresident tell life like young black man kept focused eye prize success president obama deflected question thought harder presidents yes mr president hard black republicans cant stomach fact country elected black president vowed presidency difficult lose,5,12,44,0.2727272727272727
1873,started suspenseful whodunit quickly turned jumbled mess difficult point exactly went wrong saying characters lacked development plot weak,1,8,18,0.4444444444444444
1874,hope doesnt sound like arrogant american im arrogant confused speech patterns slang necessary ill admit unsophisticated slow getting point didnt actually driving truck,1,9,23,0.391304347826087
1875,flash writing singles important piece literary industry short stories difficult digest enjoy found short story cut rest mean bull written easy flowing story entertained involved page wonderful author grasp everyday life occurrences author expresses comfortable wholesome way story light airy meaningful expect short story author unique style makes trust material cuddle 5 stars,5,21,53,0.39622641509433965
1876,great story 3 marines happens hurt line duty draw want knowing proceeded going wounded warrior project want rebuy book got offered free veteran daughter vietnam vet story people appreciate soldiers country book leave waiting patiently update boys nowbottom line favor read book wont regret written story line drags,5,12,48,0.25
1877,girls different lives loved popular talented outcast despised father saras life brought sudden end assigned record moments olivias lifethis book flies stories unfold read horror sarah endure olivia served silver platter end books didnt want andrews weaves story intrigue wanted world stop find happened sarah olivia andrews pulled fast left hanging hope sequel,5,10,53,0.18867924528301888
1878,love book cant wait b ook se hall writes book u recommend friends,5,1,13,0.07692307692307693
1879,totally enjoyed story start finish like story dorians life prior way develops things couldnt book toris character wonderful sassy honest bit risk taker fun looking forward billionaires revenge happens great read,5,14,31,0.45161290322580644
1880,let huge hilary storm fan book little series know books dont know luke lilly overall easy going banter characters wasnt times best friends treat horribly maybe happened fast book wasnt long ending absolutely crushed know book knew going happen 34twist34 read,3,19,41,0.4634146341463415
1881,strange crime novel gentle book reason appreciated great way away burdens responsibilities hours causing emotional angst tense muscles course gentle certainly rate 4 stars blood justice characters believable likeable unique voice humor subtlety flavor plot naturalone feels reader fed oneliners characters phoney great read embarrassing explicit scenes making feel like voyeur villain complex issues realistically create compassion compromising ones satisfaction eventual capture punishment,4,28,63,0.4444444444444444
1882,year old child written better book complete waste time dont bother,1,3,11,0.2727272727272727
1883,exceptionally wrote need 200pages bryce alexias happy ending yes thank god dumps chelsea life pretty boring prefer hea leave guess enjoy precedes novels hea happy unrealistic happy,3,8,27,0.2962962962962963
1884,spoiler alertomg like writing quality book series getting worse beginning book racheal doctor injects hannah supposed birth control didnt ask permission barely said like 34oh good effects34 wth kind quack hannah doesnt upset wth book hannah falls cracks luciuss nose forehead thought wasnt tall guys suppose tall bigger average doctor helped pack nose gave lucius 34mild sedative34 permission doctor clearly unethical strip license wanting gauze nose later happy doctor turns 34good guy34 didnt like fact men type treatment story got bit better action scenes later got lucius got scars happened dont know ill buying book series,2,32,96,0.3333333333333333
1885,published helped publish 5 books kindle platform honestly didnt clue fifth fifth published following brian g johnsons 6 step formula document pdf format question asked didnt brian publish kindle format sounds daft computer im work read main way read brians document printing carrying stapled pieces paper ideally like read books sitting tree sunny day book best kindle pretty good bunch paper oksort came wonderful surprise bill julies version brians 6 step formula kindle formatbill julie students brian g johnson 6 step formula examples books published good input brian great expand lot brians ideas title affect assigned url book id thought properlyoverall great thing book adheres kindle guidelines aim producing great product marketing asset kindle authors wish book months ago,5,37,119,0.31092436974789917
1886,burnout bad perspective person fire speak fatigue lack sleep depressionits like having newborn dont know expect youll sleep whats corner stress knowing whats tear mentally physically released stress infant screaming pillow bobby hutchinson ups ante burning husband als health god happen mickey mouse story read short youll metaphorms hutchinson remarkable job bringing dilemma honestly humorously bustout laughingly hilarious recounting laughs pathos depressing thats precarious position writer author balances brilliantly yeah said brilliantly cant overstated like saying writer effort come pod arenainsight story presented directly matteroffactually considering subject im little stunned styles effectiveness hutchinson presents wellknown celebritys dilemma asks said celebritys caregiver wanted pack answer moments frustration probably feel way wouldnt piece information normally deflate writing raises head definitely know end story id wondering makes clever title despite spoiler ms hutchinson manages kick aside focus conflicts good writer doive depressed clinically suicidally know deep psychological physical emotional pain coming condition attending love cruel bobby hutchinson tell writer similar suddenly losing maybe worse lost youngest sister serial killer nuclear explosion fallout sounds like burnout spread contaminated family knew great deal selfdestructive behaviorand therapy mewe pulled ugliness eventually tapered ill position closure takes bigger oneself forgive authors story worse slow burn intensity increasingpain sudden loss detonation takes surprise agony takes long time burn situation till disease long trail fire slowly burns barrel gasoline protagonist prays explosion instead initial shock road recovery author experiences initial sadness eats away stress dial 11 10 scaledespite artful handling minimemoir left wanting dont mind ive finished story wondering read main characters point view till disease makes hunger als events memoir challenging love read work writer way hint end book als frame mind wifes final decision dont nice little spark igniting different type fire,5,87,285,0.30526315789473685
1887,book coconut heard ofcoconut flour interesting flour works recipes,5,4,9,0.4444444444444444
1888,book introduced new diet theory dont think use recipeshave research coconut flour oil milk,3,2,14,0.14285714285714285
1889,amazing story didnt want end story flowed perfectly turned page page realized finished wasnt expecting like finding faith finn read series rest books good man wrong think like book better dont wrong playing patience wonderful lead characters great story broke heart id read story like ms vargo able story heavy subject want reading characters find happiness finding faith able relate story especially faith maybe thats like better definitely fell love finn didnt think possible zeke great male character author sure writes amazing heros male characters writes men falling cant wait book series book written tabatha vargo wont hesitate purchase proves time time love reading complaint book didnt want end,5,39,109,0.3577981651376147
1890,absolutely headoverheels love john fowler novels excellent story lines paced perfectly wait read installment,5,4,14,0.2857142857142857
1891,fully comprehensive manual shape bodybuilder fitness enthusiast 17 years implied book results period,5,3,13,0.23076923076923078
1892,started read book couldnt loved beginning end hoping story continue baby read,5,0,12,0.0
1893,historical background enlighting educational romance favorite genre bad known title written relaxing,3,8,12,0.6666666666666666
1894,loved book read hours wish longer cant wait read author,5,3,10,0.3
1895,colonel vortex sophomoric tome biggest mistake purchasing ebook refuse waste time badly written,1,5,13,0.38461538461538464
1896,warning fans rachel lee rachel lee written books,1,4,8,0.5
1897,greating ending cant rate book pages took half book great little,1,4,11,0.36363636363636365
1898,downloaded read sample based glowing recommendation book illustrates wrong self publishing theres new found hasnt better writers writing amateurish story disjointed series character development nil obvious thought research effort quickly thrown edited examples problems book protagonist friend whos dad hunter survivalist lets 17 year old kid run plans kid constantly tearing barricades quickly open windows crawl throw things crawls roof tack sign mention hammer slides chimney like freakish santa claus author heard chimney flue theres problem door neighbors zombie father breaks window door partially hanging house find happens protagonist deal zombie dad simply disappears problems rampant story way recommend mess,1,32,100,0.32
1899,book title exactly book hoped couple experiencing difficulties described book need point help hoped book talked indicators problems developing erupted downloaded book kindle free read hour dont mind having glad spend money,3,4,32,0.125
1900,novella example tremendous horror stories novels films produced spaina completely original treatment vampire myth felt treading familiar territory lyrical savage hypnotic dreamlike definitely spanish horror style primal deeply disturbing want read author,5,19,32,0.59375
1901,book started spoiler alert heroine started kidnapping threatening people confessions lost live chracters dimensional dialogue truly awful,1,6,17,0.35294117647058826
1902,honest cover drew contents pages want live author8217s mind rainy kaye written fascinating unique world genies exist certainly aren8217t like movies children8217s tales kid8217s book ain8217t admit dimitri took little getting book opens kidnapping admitting murder easier kidnapping kind human thinks like he8217s complicated multifaceted character pleasure read he8217s djinn fairy tales read child didn8217t prepare adventure poor dimitri much8230a master summons whim forcing commit atrocious acts violence murder loved hating sylvia karl puppet masters holding dimitri8217s strings speak wishes random there8217s mystery solve relished figuring going time dimitri didrainy kaye gives reader information think know what8217s going happen pulls rug feet plot twists 8220whoa8221 good way found reading late find going happen invested storyi sad read page knew i8217d wait book can8217t wait happens dimitri,5,33,126,0.2619047619047619
1903,liked book good liked hero felt like questionable realtionship blips cropped addressed family story liked know wasnt touched felt like ended super abruptly wishing happens instead author good writing style enjoyed overall short book longer story descriptive given 5 star rating,3,22,41,0.5365853658536586
1904,dull repetitive dont waste time,1,2,5,0.4
1905,gaia overrun unseen presence turns victims ash alas trouble piece sketchy interesting trouble hero shunned protected,1,6,16,0.375
1906,book disappointingfor starters lot grammatical errorsthe book felt like written rush story outthe 2 seriously awesome couldnt wait read final parti book times happened w 2 wasnt eager finish itit blah skipped boring parts short storyso wasnt lefti seriously wanted 1 star gave 2 know author excellent writeri bet actually wrote entire book stupid trend splitting book wrote better book,2,29,60,0.48333333333333334
1907,followed jordan advise short far far profit getting better selling thing actually understand mean money buy extra savings add fast like having inventory free means pocket,5,16,26,0.6153846153846154
1908,note good read fibromyalgia cfs sufferersyes author dan neuffer afflicted cfsfibro years research able overcome cfsfibro iswas physicist half book heavy science theory cause cfs worth read didnt understand got gist lot relate info heard read years confidence right track reading book agree author easy understand science skip book helps semiunderstand semifamiliar science start treatingthe author emphasize book help think people offended true ready tackle help find right resources listen body help heal yes employ help doctors naturopaths supplements food diet exercise meditation life balancing techniques control define healing destiny book excellent guide cause treating overall key elements hit let emphasize overall program managing stress diet sleep exercise maintaining positive attitude outlook creating healthy life balance forward withit sound simple yes simple logical read helped understand yoga helped supplements helped feeling better cutting certain foods helped provided guidelines tweak forward gave confidence right track feeling betteri highly recommend read wish doctors read think science lot sense probably help guide patients better,5,46,161,0.2857142857142857
1909,quick entertaining read astonished characters simply didnt remember previous books nice learn fate characters series lighthearted book neatly puts bow series,4,9,21,0.42857142857142855
1910,ms marshalls debut novella makes indelible impression set seventeenth century england follow tara suspenseful adventure grief fear healing trust love read thing night terms feel novella reminded wuthering heights capture castle time story original fresh loved cast characters especially tara father sisters appreciated ms marshall squeezed character cliche beautiful story look forward author,5,15,53,0.2830188679245283
1911,rehash whats internet free extremely wellwritten instructions clearer author intends money try new patterns instructions meaningful newbie,1,7,17,0.4117647058823529
1912,adventures continue colins great grandma takes birthday fun gang joins search course trouble air,3,3,14,0.21428571428571427
1913,8220the masters plan8221 stephanie tully inspiring story marriage politics purpose faith selena jones second wife pastor woodruff convinced god mission earth 8211 inspired 8211 goes realise goalthings smoothly commissioner promised help church committee gets worse husband suddenly miraculously disappearsin inspiring tale central message faith relevant nonchristians hope integrity goodness perseverance prevailthe characters holier thou real people real problems aspire solve struggles best cana book choices temptation belief told sharp observations human nature behaviour wit humour caring warm tone appeal,5,23,79,0.2911392405063291
1914,penance series read fully appreciate wyatt michelle come theyre headingin penance watch michelles ptsd come head salvation hands man loves learn past events created woman today wyatt takes role protector new level help petrov transformation phenomenal realized voyeur knowing caught guard proved amazing author ann mayburn truly felt emotionally raw reading penance feeling joy pain dealt past hopes future togetherat conclusion penance felt closure books packed pain love struggle salvation tied pretty blue bow ann showed true diligence bookseries attention detail respect lifestyle,5,21,83,0.25301204819277107
1915,started book knew love story im sucker romance realize tough subject author wrote rachels childhood relationships loved ian strongtakechargeneedsomeonetolove sort guy rachel felt real love ian tries fill needs finally realizes needs help wants loving respectful relationship read book awhile ago think charactershope enjoy book prequel fated occurence met helps read required enjoy conflicted hearts,5,13,55,0.23636363636363636
1916,quote someones review mr cusie thrilling work imagination sickening work imagination point gore sake gore,1,3,15,0.2
1917,liked dont usually rate books alway nice read written short story hate paying rubbish recommend wanting quick read loves shifter stories gave 4 instead ended nice epilogue closure like wtf mothers problem,4,12,32,0.375
1918,chose book looking ways work reading description amazon loved use recipe analogy liked author8217s honesty like live depression liked author8217s view forgiveness family shared simple action steps uses help journey author writes religious based viewpoint relate feeling depression divorce constantly remind 8220although marriage failed failure8221 related putting thoughts paper tool healing recommend book note given book exchange honest review,4,7,59,0.11864406779661017
